Gênero,Ano,Duração,Diretor,Classificação,Idioma,Elenco,Restrição de Idade,Usuário Gosta
Animação,1925,62,Francis Ford Coppola,6.1,Francês,10,18+,Não
Terror,1944,69,Woody Allen,2.2,Português,16,14+,Não
Animação,1976,101,Alfred Hitchcock,2.4,Alemão,1,18+,Não
Documentário,1974,99,Ridley Scott,3.0,Espanhol,11,16+,Não
Drama,1998,150,Martin Scorsese,1.6,Hindi,12,18+,Não
Drama,2000,126,Quentin Tarantino,5.2,Alemão,7,Livre,Sim
Terror,1941,168,Francis Ford Coppola,4.7,Francês,10,16+,Não
Romance,1998,128,Steven Spielberg,5.6,Japonês,9,10+,Sim
Romance,2022,81,Francis Ford Coppola,4.1,Francês,17,10+,Sim
Ação,1963,119,Orson Welles,7.6,Russo,8,14+,Não
Comédia,1937,167,Christopher Nolan,5.7,Italiano,5,Livre,Sim
Romance,1946,90,Woody Allen,8.3,Inglês,13,Livre,Sim
Fantasia,1922,131,Orson Welles,4.1,Russo,15,12+,Não
Ação,1985,152,Orson Welles,2.9,Português,2,Livre,Sim
Animação,1967,84,Quentin Tarantino,4.8,Francês,17,18+,Sim
Drama,2003,61,Stanley Kubrick,5.9,Italiano,1,Livre,Sim
Comédia,1976,116,Quentin Tarantino,7.1,Mandarim,16,12+,Sim
Ação,2007,62,Francis Ford Coppola,6.4,Alemão,13,10+,Sim
Animação,1943,85,Francis Ford Coppola,3.7,Hindi,1,14+,Não
Animação,1989,98,Orson Welles,3.4,Português,14,18+,Não
Animação,2011,86,Woody Allen,1.7,Mandarim,12,14+,Não
Drama,1985,85,Ridley Scott,8.8,Espanhol,7,12+,Não
Terror,2022,104,Orson Welles,9.5,Alemão,20,14+,Não
Animação,1996,71,Alfred Hitchcock,5.2,Alemão,14,Livre,Sim
Drama,1942,92,Steven Spielberg,1.2,Hindi,16,10+,Sim
Drama,1982,83,Martin Scorsese,6.2,Alemão,2,14+,Não
Romance,2005,137,Christopher Nolan,2.0,Italiano,18,12+,Sim
Romance,1948,82,Alfred Hitchcock,4.7,Russo,10,16+,Não
Thriller,1968,178,Stanley Kubrick,7.4,Mandarim,4,12+,Não
Documentário,2017,147,Quentin Tarantino,7.1,Alemão,3,Livre,Sim
Drama,1988,100,Alfred Hitchcock,6.9,Italiano,20,10+,Sim
Drama,1966,116,Ridley Scott,3.4,Francês,7,12+,Não
Comédia,1972,133,Martin Scorsese,4.0,Russo,16,Livre,Sim
Thriller,2008,130,Quentin Tarantino,9.1,Francês,3,Livre,Sim
Ação,1961,133,Quentin Tarantino,3.0,Mandarim,7,Livre,Sim
Drama,1955,138,Francis Ford Coppola,6.2,Japonês,11,10+,Sim
Animação,1923,155,Quentin Tarantino,2.4,Hindi,16,Livre,Sim
Documentário,1931,95,Ridley Scott,9.4,Japonês,15,16+,Não
Drama,2003,63,Christopher Nolan,3.9,Hindi,5,16+,Sim
Comédia,1939,99,Steven Spielberg,4.8,Alemão,19,18+,Não
Drama,2021,74,Martin Scorsese,7.5,Francês,1,18+,Não
Documentário,1991,84,Quentin Tarantino,7.6,Italiano,16,Livre,Sim
Animação,1965,175,Alfred Hitchcock,6.7,Japonês,20,18+,Não
Animação,2001,138,Steven Spielberg,8.5,Hindi,17,14+,Não
Ação,1955,73,Steven Spielberg,3.1,Hindi,18,10+,Sim
Terror,1924,76,Quentin Tarantino,1.2,Francês,3,16+,Sim
Drama,1973,165,Woody Allen,7.1,Italiano,17,Livre,Sim
Fantasia,1980,177,Francis Ford Coppola,5.5,Espanhol,12,12+,Não
Romance,1957,66,Alfred Hitchcock,4.4,Mandarim,3,Livre,Sim
Ficção Científica,1926,171,Woody Allen,2.5,Russo,8,Livre,Sim
Ação,2020,67,Christopher Nolan,4.8,Espanhol,7,Livre,Sim
Drama,1991,94,Quentin Tarantino,5.7,Espanhol,10,Livre,Sim
Documentário,1944,71,Martin Scorsese,3.6,Mandarim,16,Livre,Sim
Ficção Científica,1969,65,Woody Allen,7.2,Hindi,11,Livre,Sim
Terror,2020,139,Woody Allen,7.4,Hindi,8,18+,Não
Documentário,1970,68,Quentin Tarantino,3.2,Alemão,3,14+,Sim
Animação,2013,71,Quentin Tarantino,5.3,Espanhol,18,16+,Sim
Comédia,1997,105,Christopher Nolan,1.9,Japonês,10,10+,Sim
Fantasia,1965,135,Orson Welles,7.9,Alemão,8,16+,Não
Terror,1977,121,Ridley Scott,8.9,Inglês,12,18+,Não
Terror,1950,153,Woody Allen,5.7,Espanhol,3,10+,Sim
Terror,1988,89,Woody Allen,3.9,Português,4,16+,Não
Fantasia,1972,77,Francis Ford Coppola,6.4,Japonês,19,16+,Não
Ficção Científica,1971,134,Alfred Hitchcock,4.4,Mandarim,7,12+,Não
Documentário,1956,75,Alfred Hitchcock,1.9,Português,13,10+,Sim
Terror,1946,167,Martin Scorsese,8.0,Hindi,18,18+,Não
Romance,1997,73,Orson Welles,9.7,Italiano,2,14+,Não
Romance,1934,73,Christopher Nolan,1.9,Alemão,18,10+,Sim
Fantasia,1928,81,Orson Welles,5.1,Espanhol,18,Livre,Sim
Ação,1938,69,Martin Scorsese,9.5,Hindi,18,14+,Não
Ficção Científica,1921,176,Christopher Nolan,3.0,Espanhol,7,16+,Sim
Romance,1942,139,Francis Ford Coppola,8.4,Japonês,3,14+,Não
Romance,1962,158,Christopher Nolan,7.4,Alemão,6,16+,Sim
Drama,2010,111,Alfred Hitchcock,2.9,Russo,2,14+,Não
Terror,1972,126,Stanley Kubrick,2.5,Italiano,3,Livre,Sim
Ficção Científica,2004,115,Alfred Hitchcock,7.5,Japonês,3,16+,Não
Drama,1921,106,Woody Allen,6.9,Francês,3,14+,Não
Drama,1945,114,Francis Ford Coppola,2.7,Italiano,11,10+,Sim
Ficção Científica,1996,76,Francis Ford Coppola,9.1,Espanhol,5,Livre,Sim
Thriller,1943,162,Steven Spielberg,8.2,Francês,13,12+,Não
Fantasia,1929,154,Stanley Kubrick,1.9,Japonês,4,Livre,Sim
Fantasia,2000,61,Quentin Tarantino,8.8,Espanhol,16,10+,Sim
Thriller,1921,161,Alfred Hitchcock,6.9,Espanhol,15,18+,Não
Documentário,2012,83,Alfred Hitchcock,4.8,Hindi,3,12+,Não
Comédia,1928,66,Steven Spielberg,1.6,Russo,7,14+,Não
Drama,1936,144,Christopher Nolan,5.9,Japonês,7,18+,Sim
Thriller,1988,171,Orson Welles,1.9,Inglês,20,14+,Não
Romance,1978,120,Christopher Nolan,2.2,Japonês,20,10+,Sim
Drama,2009,116,Orson Welles,2.8,Italiano,16,16+,Não
Ação,2021,109,Christopher Nolan,8.4,Inglês,10,12+,Sim
Drama,2017,147,Francis Ford Coppola,9.6,Alemão,16,10+,Sim
Thriller,1972,166,Woody Allen,3.9,Francês,20,16+,Não
Comédia,1953,82,Martin Scorsese,3.3,Alemão,3,18+,Não
Romance,1961,128,Orson Welles,5.6,Mandarim,15,16+,Não
Romance,2007,104,Ridley Scott,6.4,Hindi,8,14+,Não
Documentário,1938,84,Alfred Hitchcock,3.9,Japonês,15,18+,Não
Ação,1927,99,Quentin Tarantino,8.0,Japonês,10,10+,Sim
Animação,1958,92,Stanley Kubrick,9.5,Mandarim,11,Livre,Sim
Documentário,1955,67,Martin Scorsese,4.8,Italiano,4,14+,Não
Ação,1982,147,Quentin Tarantino,5.1,Português,12,14+,Sim
Ação,1975,83,Stanley Kubrick,2.4,Russo,14,Livre,Sim
Drama,2022,120,Christopher Nolan,2.2,Italiano,11,Livre,Sim
Ficção Científica,1951,97,Alfred Hitchcock,7.7,Português,5,10+,Sim
Thriller,1960,125,Orson Welles,8.6,Hindi,17,18+,Não
Thriller,1962,139,Orson Welles,7.0,Alemão,14,16+,Não
Romance,1941,159,Francis Ford Coppola,4.0,Hindi,16,12+,Não
Animação,1952,118,Quentin Tarantino,7.5,Japonês,13,10+,Sim
Romance,2013,62,Steven Spielberg,1.8,Francês,8,18+,Não
Ação,2013,101,Martin Scorsese,6.4,Português,15,14+,Não
Animação,2023,116,Stanley Kubrick,5.7,Espanhol,6,Livre,Sim
Documentário,2008,146,Ridley Scott,3.1,Hindi,20,12+,Não
Ficção Científica,1928,114,Ridley Scott,1.2,Alemão,16,16+,Não
Comédia,1969,138,Woody Allen,4.2,Italiano,5,14+,Não
Ação,2007,101,Alfred Hitchcock,3.6,Francês,17,12+,Não
Terror,2003,86,Stanley Kubrick,2.0,Mandarim,16,Livre,Sim
Thriller,1944,164,Martin Scorsese,1.2,Hindi,1,Livre,Sim
Documentário,1969,72,Martin Scorsese,9.3,Italiano,18,Livre,Sim
Ação,1921,127,Francis Ford Coppola,6.9,Espanhol,8,Livre,Sim
Fantasia,1924,145,Stanley Kubrick,8.6,Mandarim,14,18+,Não
Thriller,1961,96,Ridley Scott,9.6,Português,2,18+,Não
Fantasia,2017,165,Stanley Kubrick,2.8,Alemão,2,12+,Não
Animação,2010,138,Quentin Tarantino,1.2,Japonês,13,10+,Sim
Ficção Científica,1934,83,Ridley Scott,9.6,Espanhol,19,18+,Sim
Fantasia,1927,151,Martin Scorsese,9.3,Russo,7,16+,Não
Ação,1951,124,Francis Ford Coppola,5.8,Português,14,16+,Não
Romance,2001,163,Francis Ford Coppola,8.2,Mandarim,4,18+,Não
Fantasia,1998,98,Quentin Tarantino,9.1,Português,8,16+,Sim
Documentário,1968,81,Stanley Kubrick,3.5,Alemão,17,14+,Não
Romance,1936,145,Ridley Scott,7.3,Japonês,4,Livre,Sim
Fantasia,1924,117,Orson Welles,7.9,Espanhol,6,18+,Não
Ação,1991,170,Francis Ford Coppola,6.4,Hindi,7,10+,Sim
Ficção Científica,1957,70,Francis Ford Coppola,3.5,Francês,9,14+,Não
Romance,1998,163,Stanley Kubrick,1.1,Hindi,15,Livre,Sim
Terror,1954,160,Steven Spielberg,8.7,Japonês,18,12+,Não
Romance,1987,80,Woody Allen,7.4,Inglês,16,16+,Não
Fantasia,1999,102,Martin Scorsese,3.4,Russo,5,16+,Não
Fantasia,1992,101,Orson Welles,2.9,Italiano,11,12+,Não
Fantasia,1968,156,Orson Welles,3.1,Japonês,3,10+,Sim
Fantasia,1980,150,Martin Scorsese,1.3,Mandarim,11,14+,Não
Fantasia,1991,175,Christopher Nolan,6.8,Russo,6,14+,Sim
Fantasia,1986,129,Orson Welles,2.6,Alemão,5,10+,Sim
Documentário,2004,134,Orson Welles,6.5,Japonês,14,12+,Não
Animação,1994,80,Ridley Scott,6.5,Português,16,12+,Não
Documentário,1964,115,Steven Spielberg,6.2,Alemão,8,16+,Não
Romance,1947,80,Ridley Scott,5.9,Espanhol,9,16+,Não
Comédia,2013,167,Woody Allen,8.8,Alemão,1,Livre,Sim
Animação,1973,75,Christopher Nolan,6.1,Francês,14,12+,Sim
Ficção Científica,1922,149,Quentin Tarantino,5.1,Alemão,20,16+,Sim
Drama,2005,62,Woody Allen,3.4,Inglês,9,12+,Não
Ação,1928,74,Orson Welles,3.3,Espanhol,17,14+,Não
Drama,2008,91,Quentin Tarantino,6.7,Alemão,16,14+,Sim
Fantasia,2015,125,Martin Scorsese,3.1,Japonês,3,10+,Sim
Romance,2009,175,Orson Welles,9.7,Italiano,19,16+,Não
Comédia,2001,77,Francis Ford Coppola,7.9,Hindi,1,18+,Não
Ação,1953,114,Alfred Hitchcock,2.5,Inglês,17,Livre,Sim
Drama,2015,95,Ridley Scott,1.8,Inglês,10,Livre,Sim
Comédia,1960,180,Ridley Scott,7.9,Francês,13,10+,Sim
Documentário,1935,68,Martin Scorsese,3.1,Russo,2,18+,Não
Animação,1931,61,Martin Scorsese,8.6,Português,8,16+,Não
Fantasia,1967,119,Woody Allen,8.9,Espanhol,10,18+,Não
Ficção Científica,2019,149,Orson Welles,5.4,Francês,20,18+,Não
Ficção Científica,1920,132,Stanley Kubrick,2.2,Alemão,11,16+,Não
Terror,1982,64,Francis Ford Coppola,7.6,Mandarim,11,12+,Não
Thriller,2010,115,Ridley Scott,8.8,Francês,17,Livre,Sim
Ficção Científica,2008,63,Orson Welles,8.6,Russo,20,Livre,Sim
Ação,1958,97,Francis Ford Coppola,9.2,Mandarim,7,12+,Não
Thriller,1999,141,Stanley Kubrick,9.5,Inglês,5,14+,Não
Thriller,1940,178,Martin Scorsese,9.4,Mandarim,2,10+,Sim
Fantasia,1967,115,Francis Ford Coppola,6.7,Hindi,15,14+,Não
Drama,2008,154,Alfred Hitchcock,9.8,Alemão,1,14+,Não
Documentário,1949,68,Orson Welles,6.7,Japonês,4,18+,Não
Ação,2010,86,Quentin Tarantino,1.3,Francês,18,Livre,Sim
Ação,1989,165,Ridley Scott,4.5,Alemão,2,Livre,Sim
Terror,1990,107,Woody Allen,1.0,Mandarim,15,12+,Não
Thriller,2018,68,Francis Ford Coppola,9.2,Italiano,4,16+,Não
Documentário,2003,168,Ridley Scott,6.6,Inglês,1,18+,Não
Terror,1944,83,Quentin Tarantino,2.4,Francês,11,14+,Sim
Documentário,1922,78,Ridley Scott,5.2,Japonês,1,12+,Não
Ficção Científica,2015,79,Steven Spielberg,5.4,Hindi,14,10+,Sim
Drama,1957,141,Steven Spielberg,7.4,Espanhol,8,Livre,Sim
Documentário,1929,156,Ridley Scott,10.0,Italiano,15,14+,Não
Documentário,1956,71,Alfred Hitchcock,6.7,Japonês,11,12+,Não
Terror,1924,110,Francis Ford Coppola,3.5,Francês,9,14+,Não
Drama,1946,97,Orson Welles,2.7,Português,17,16+,Não
Romance,1963,145,Martin Scorsese,9.3,Japonês,15,16+,Não
Fantasia,1963,86,Francis Ford Coppola,8.1,Japonês,2,12+,Não
Animação,1962,145,Steven Spielberg,1.8,Alemão,13,Livre,Sim
Romance,2006,82,Francis Ford Coppola,8.6,Russo,11,Livre,Sim
Animação,2003,116,Ridley Scott,9.8,Italiano,5,16+,Não
Romance,1966,104,Alfred Hitchcock,1.1,Italiano,16,14+,Não
Drama,2001,67,Steven Spielberg,3.9,Espanhol,2,12+,Não
Comédia,1974,63,Orson Welles,2.4,Italiano,11,12+,Não
Comédia,1926,60,Quentin Tarantino,3.3,Italiano,5,16+,Sim
Fantasia,1945,85,Alfred Hitchcock,4.3,Italiano,16,Livre,Sim
Terror,1943,90,Christopher Nolan,7.2,Alemão,16,14+,Sim
Romance,1983,94,Alfred Hitchcock,4.5,Russo,2,10+,Sim
Comédia,1980,93,Orson Welles,4.5,Alemão,20,14+,Não
Drama,1935,169,Ridley Scott,6.8,Hindi,5,10+,Sim
Drama,1976,171,Steven Spielberg,1.4,Italiano,5,18+,Não
Documentário,1965,89,Christopher Nolan,4.8,Espanhol,14,12+,Sim
Thriller,1991,87,Ridley Scott,9.5,Português,11,12+,Não
Drama,1977,103,Quentin Tarantino,2.1,Japonês,11,18+,Sim
Ficção Científica,1953,161,Orson Welles,4.0,Alemão,20,14+,Não
Documentário,2013,127,Francis Ford Coppola,2.6,Japonês,9,14+,Não
Drama,1945,159,Stanley Kubrick,7.3,Espanhol,2,12+,Não
Thriller,1924,117,Steven Spielberg,1.1,Português,15,14+,Não
Thriller,1988,121,Orson Welles,2.8,Italiano,15,10+,Sim
Terror,2021,157,Christopher Nolan,8.9,Inglês,3,10+,Sim
Fantasia,2017,159,Francis Ford Coppola,8.9,Russo,7,14+,Não
Romance,2015,154,Christopher Nolan,6.3,Russo,17,16+,Sim
Ficção Científica,1991,81,Steven Spielberg,7.5,Espanhol,8,10+,Sim
Animação,1946,79,Francis Ford Coppola,8.5,Italiano,1,12+,Não
Comédia,1937,68,Stanley Kubrick,4.0,Hindi,17,12+,Não
Drama,1957,178,Quentin Tarantino,3.5,Português,15,10+,Sim
Fantasia,1972,178,Orson Welles,5.3,Japonês,9,Livre,Sim
Romance,1946,107,Ridley Scott,2.1,Português,19,12+,Não
Ação,2021,171,Stanley Kubrick,3.2,Japonês,9,16+,Não
Ação,1972,114,Woody Allen,6.0,Russo,9,10+,Sim
Terror,1942,73,Stanley Kubrick,7.8,Russo,5,16+,Não
Documentário,1948,127,Christopher Nolan,9.2,Espanhol,16,16+,Sim
Fantasia,1957,172,Martin Scorsese,6.0,Francês,18,12+,Não
Documentário,2005,177,Ridley Scott,8.7,Russo,20,12+,Não
Drama,1995,158,Orson Welles,1.3,Italiano,13,16+,Não
Animação,1992,99,Orson Welles,2.2,Hindi,2,14+,Não
Drama,2019,118,Quentin Tarantino,5.7,Francês,17,Livre,Sim
Terror,1927,146,Woody Allen,5.9,Japonês,9,18+,Não
Ação,1922,109,Steven Spielberg,7.8,Inglês,7,10+,Sim
Romance,2012,149,Christopher Nolan,1.5,Espanhol,11,18+,Sim
Ficção Científica,1960,178,Steven Spielberg,6.4,Italiano,9,Livre,Sim
Documentário,1947,152,Christopher Nolan,1.5,Hindi,14,18+,Sim
Documentário,2011,87,Woody Allen,4.5,Hindi,6,16+,Não
Thriller,1954,135,Martin Scorsese,7.6,Português,16,16+,Não
Comédia,1925,99,Stanley Kubrick,4.5,Português,8,18+,Não
Ação,1957,144,Christopher Nolan,7.7,Francês,11,10+,Sim
Romance,1936,66,Stanley Kubrick,6.6,Alemão,20,16+,Não
Drama,1987,89,Orson Welles,8.0,Espanhol,6,Livre,Sim
Comédia,1985,125,Ridley Scott,1.6,Francês,2,10+,Sim
Documentário,2000,99,Quentin Tarantino,3.1,Alemão,20,18+,Sim
Ficção Científica,2008,164,Christopher Nolan,7.8,Inglês,2,16+,Sim
Thriller,1951,154,Francis Ford Coppola,4.1,Italiano,1,12+,Não
Thriller,1959,154,Martin Scorsese,9.0,Português,8,Livre,Sim
Animação,2016,61,Francis Ford Coppola,4.4,Espanhol,7,16+,Não
Documentário,1978,140,Alfred Hitchcock,6.8,Italiano,2,Livre,Sim
Fantasia,1979,176,Quentin Tarantino,7.7,Espanhol,7,14+,Sim
Animação,1966,153,Martin Scorsese,4.9,Hindi,16,12+,Não
Animação,2009,132,Quentin Tarantino,4.7,Espanhol,16,16+,Sim
Terror,2015,168,Francis Ford Coppola,5.2,Japonês,6,16+,Não
Thriller,1956,85,Woody Allen,8.7,Japonês,19,10+,Sim
Documentário,1966,147,Christopher Nolan,2.2,Alemão,19,18+,Sim
Terror,2022,85,Stanley Kubrick,3.2,Japonês,17,10+,Sim
Thriller,1970,135,Ridley Scott,5.7,Inglês,15,16+,Não
Fantasia,1991,115,Christopher Nolan,9.4,Inglês,2,16+,Sim
Ação,1927,95,Quentin Tarantino,6.2,Espanhol,13,18+,Sim
Thriller,2004,74,Woody Allen,1.1,Português,12,10+,Sim
Comédia,1984,140,Alfred Hitchcock,6.8,Russo,7,18+,Não
Ação,2019,120,Woody Allen,6.7,Japonês,13,16+,Não
Ficção Científica,2016,83,Stanley Kubrick,6.0,Alemão,4,14+,Não
Ficção Científica,1931,171,Stanley Kubrick,1.9,Alemão,1,12+,Não
Ficção Científica,1999,160,Quentin Tarantino,3.4,Alemão,2,10+,Sim
Documentário,2003,123,Orson Welles,9.5,Espanhol,18,12+,Não
Fantasia,2005,96,Woody Allen,6.1,Japonês,3,10+,Sim
Terror,1929,61,Christopher Nolan,8.0,Alemão,12,10+,Sim
Drama,1984,84,Martin Scorsese,8.7,Mandarim,18,12+,Não
Drama,2004,145,Francis Ford Coppola,1.9,Alemão,12,18+,Não
Romance,2002,85,Orson Welles,1.9,Português,14,10+,Sim
Fantasia,1931,142,Steven Spielberg,4.2,Alemão,16,14+,Não
Romance,1971,135,Stanley Kubrick,8.0,Hindi,20,12+,Não
Thriller,1993,132,Quentin Tarantino,3.3,Espanhol,7,10+,Sim
Comédia,1956,113,Stanley Kubrick,1.6,Hindi,18,Livre,Sim
Ação,1927,64,Francis Ford Coppola,1.6,Francês,8,16+,Não
Thriller,1936,162,Steven Spielberg,1.5,Francês,5,16+,Não
Thriller,1964,139,Orson Welles,6.0,Inglês,14,16+,Não
Animação,1947,77,Alfred Hitchcock,8.3,Mandarim,7,18+,Não
Ficção Científica,1933,103,Quentin Tarantino,8.5,Português,7,12+,Sim
Animação,1942,125,Francis Ford Coppola,6.3,Espanhol,9,Livre,Sim
Thriller,1942,82,Christopher Nolan,2.4,Russo,5,16+,Sim
Comédia,2004,120,Quentin Tarantino,6.0,Espanhol,10,Livre,Sim
Romance,2012,80,Christopher Nolan,1.3,Italiano,16,10+,Sim
Ficção Científica,1992,124,Christopher Nolan,8.3,Espanhol,1,16+,Sim
Ação,1974,147,Quentin Tarantino,9.9,Inglês,17,16+,Sim
Documentário,2010,67,Christopher Nolan,3.4,Espanhol,19,Livre,Sim
Ação,1977,119,Orson Welles,4.8,Alemão,19,10+,Sim
Ficção Científica,1980,156,Quentin Tarantino,6.5,Português,15,14+,Sim
Drama,2000,173,Orson Welles,6.5,Japonês,10,18+,Não
Animação,1981,158,Alfred Hitchcock,8.9,Hindi,5,18+,Não
Terror,1956,142,Martin Scorsese,7.7,Mandarim,8,10+,Sim
Animação,1973,171,Orson Welles,1.2,Espanhol,5,18+,Não
Fantasia,1979,118,Stanley Kubrick,3.4,Italiano,12,18+,Não
Animação,1938,145,Ridley Scott,2.4,Português,16,14+,Não
Terror,1968,110,Alfred Hitchcock,3.5,Japonês,13,Livre,Sim
Comédia,1976,63,Martin Scorsese,8.9,Espanhol,14,14+,Não
Thriller,1936,94,Woody Allen,9.0,Espanhol,1,18+,Não
Romance,1937,128,Martin Scorsese,6.0,Francês,4,14+,Não
Documentário,2022,80,Orson Welles,3.1,Italiano,8,10+,Sim
Comédia,1934,113,Orson Welles,8.1,Espanhol,11,Livre,Sim
Ação,1965,143,Woody Allen,1.4,Alemão,7,18+,Não
Animação,1976,136,Orson Welles,9.2,Italiano,16,12+,Não
Ficção Científica,1965,126,Steven Spielberg,5.2,Mandarim,11,14+,Não
Fantasia,1932,98,Quentin Tarantino,8.5,Russo,4,16+,Sim
Terror,2023,95,Alfred Hitchcock,5.2,Português,2,10+,Sim
Ação,2020,85,Alfred Hitchcock,2.9,Português,7,Livre,Sim
Documentário,1933,97,Ridley Scott,9.5,Japonês,5,10+,Sim
Documentário,1999,87,Christopher Nolan,6.0,Inglês,6,Livre,Sim
Ficção Científica,2018,103,Alfred Hitchcock,1.7,Japonês,6,Livre,Sim
Ação,1978,141,Steven Spielberg,2.5,Alemão,18,14+,Não
Drama,1947,148,Christopher Nolan,7.5,Francês,11,12+,Sim
Ação,1926,156,Alfred Hitchcock,7.0,Alemão,1,10+,Sim
Thriller,1927,95,Francis Ford Coppola,6.9,Inglês,3,10+,Sim
Thriller,1932,144,Ridley Scott,5.3,Francês,20,18+,Não
Ação,1928,91,Woody Allen,8.9,Japonês,13,12+,Não
Drama,1923,162,Stanley Kubrick,8.5,Japonês,4,12+,Não
Romance,1965,99,Alfred Hitchcock,9.0,Alemão,12,12+,Não
Romance,2005,73,Alfred Hitchcock,2.3,Alemão,6,18+,Não
Comédia,1971,121,Alfred Hitchcock,4.8,Hindi,14,14+,Não
Ação,2018,98,Steven Spielberg,4.7,Inglês,19,10+,Sim
Fantasia,1958,71,Martin Scorsese,2.3,Espanhol,11,12+,Não
Fantasia,1970,99,Woody Allen,5.9,Russo,18,Livre,Sim
Comédia,1926,136,Christopher Nolan,9.8,Hindi,6,Livre,Sim
Drama,1961,125,Quentin Tarantino,1.1,Mandarim,18,Livre,Sim
Terror,1934,130,Christopher Nolan,5.9,Francês,2,12+,Sim
Comédia,1950,88,Quentin Tarantino,5.9,Hindi,8,16+,Sim
Ação,1950,178,Woody Allen,3.2,Espanhol,19,12+,Não
Thriller,1953,102,Woody Allen,1.7,Alemão,9,14+,Não
Drama,1958,160,Francis Ford Coppola,8.5,Espanhol,19,10+,Sim
Fantasia,1930,123,Quentin Tarantino,4.6,Russo,5,18+,Sim
Drama,2018,98,Woody Allen,6.2,Francês,15,16+,Não
Thriller,2011,163,Alfred Hitchcock,4.0,Mandarim,19,Livre,Sim
Documentário,1958,92,Woody Allen,4.6,Japonês,13,16+,Não
Animação,1989,158,Orson Welles,6.9,Espanhol,8,Livre,Sim
Fantasia,1961,106,Francis Ford Coppola,8.7,Francês,11,12+,Não
Terror,2002,99,Steven Spielberg,9.4,Espanhol,5,10+,Sim
Terror,1926,139,Martin Scorsese,5.9,Mandarim,15,18+,Não
Ficção Científica,1955,124,Stanley Kubrick,2.5,Japonês,10,10+,Sim
Ficção Científica,1980,151,Francis Ford Coppola,2.8,Italiano,9,10+,Sim
Documentário,2017,165,Francis Ford Coppola,6.5,Mandarim,19,14+,Não
Thriller,1966,92,Quentin Tarantino,8.2,Japonês,4,16+,Sim
Ficção Científica,2000,179,Steven Spielberg,2.6,Italiano,19,Livre,Sim
Ação,1921,168,Martin Scorsese,4.6,Português,13,12+,Não
Comédia,1951,166,Stanley Kubrick,8.2,Italiano,1,12+,Não
Comédia,1980,173,Martin Scorsese,8.0,Espanhol,17,Livre,Sim
Romance,1998,158,Christopher Nolan,9.5,Inglês,17,12+,Sim
Animação,2006,175,Martin Scorsese,6.1,Japonês,11,10+,Sim
Ficção Científica,1925,139,Orson Welles,6.5,Mandarim,18,16+,Não
Comédia,1926,166,Steven Spielberg,2.9,Italiano,19,16+,Não
Drama,1953,167,Orson Welles,2.0,Hindi,18,Livre,Sim
Fantasia,2007,62,Steven Spielberg,8.5,Português,6,14+,Não
Comédia,1925,104,Stanley Kubrick,3.9,Hindi,12,10+,Sim
Romance,1944,106,Francis Ford Coppola,8.7,Alemão,18,Livre,Sim
Romance,1938,172,Quentin Tarantino,1.8,Italiano,7,18+,Sim
Comédia,1989,86,Christopher Nolan,8.7,Alemão,4,18+,Sim
Ficção Científica,1975,70,Alfred Hitchcock,6.1,Francês,12,14+,Não
Drama,1929,165,Francis Ford Coppola,6.2,Espanhol,17,10+,Sim
Comédia,1954,172,Martin Scorsese,6.5,Inglês,8,12+,Não
Terror,1986,66,Quentin Tarantino,7.7,Francês,7,18+,Sim
Comédia,1964,119,Martin Scorsese,6.5,Japonês,20,14+,Não
Thriller,1956,77,Francis Ford Coppola,7.3,Francês,10,12+,Não
Fantasia,1942,69,Quentin Tarantino,9.2,Japonês,1,10+,Sim
Ficção Científica,1989,171,Ridley Scott,2.4,Japonês,10,12+,Não
Thriller,1920,113,Stanley Kubrick,4.9,Japonês,15,12+,Não
Romance,2020,83,Steven Spielberg,2.8,Russo,2,14+,Não
Ficção Científica,2009,148,Alfred Hitchcock,5.9,Alemão,7,16+,Não
Drama,1978,112,Orson Welles,7.3,Italiano,1,14+,Não
Ação,2001,156,Ridley Scott,1.2,Português,14,16+,Não
Comédia,1934,88,Quentin Tarantino,5.2,Russo,2,12+,Sim
Terror,1985,173,Quentin Tarantino,4.8,Mandarim,4,14+,Sim
Terror,1933,100,Christopher Nolan,4.6,Alemão,14,18+,Sim
Terror,1947,107,Quentin Tarantino,7.6,Japonês,2,12+,Sim
Thriller,2014,125,Stanley Kubrick,1.1,Russo,10,Livre,Sim
Documentário,1983,150,Woody Allen,5.5,Alemão,15,14+,Não
Drama,2002,93,Francis Ford Coppola,8.7,Francês,10,Livre,Sim
Romance,1921,81,Quentin Tarantino,2.1,Francês,5,Livre,Sim
Thriller,2010,124,Orson Welles,6.8,Francês,3,10+,Sim
Fantasia,1948,109,Ridley Scott,6.9,Português,2,18+,Não
Documentário,1940,83,Steven Spielberg,2.9,Russo,10,10+,Sim
Terror,1928,135,Woody Allen,5.3,Francês,6,18+,Não
Drama,1921,97,Francis Ford Coppola,1.8,Português,16,10+,Sim
Documentário,1978,138,Steven Spielberg,7.3,Italiano,17,18+,Não
Terror,2017,115,Woody Allen,9.0,Japonês,17,10+,Sim
Comédia,1976,110,Woody Allen,5.5,Mandarim,11,14+,Não
Romance,2019,62,Martin Scorsese,8.2,Espanhol,7,Livre,Sim
Animação,1990,131,Francis Ford Coppola,5.2,Inglês,9,16+,Não
Comédia,1961,141,Ridley Scott,9.2,Japonês,9,14+,Não
