renda_mensal,idade,pontuacao_credito,valor_emprestimo,duracao_emprestimo,outras_dividas,emprestimo_ativo,emprestimo_aprovado
10618,59,596,6374,52.0,não,não,sim
1169,22,391,17280,54.0,sim,sim,não
3889,36,803,39895,17.0,sim,sim,não
3124,42,850,11245,44.0,não,não,sim
2717,32,850,36094,32.0,sim,sim,não
10457,42,827,3654,56.0,sim,não,sim
3810,49,411,27923,49.0,sim,sim,sim
13864,40,719,46184,,sim,não,sim
9427,57,502,15226,15.0,sim,sim,sim
5131,35,494,45613,,sim,não,sim
13572,55,865,10543,58.0,sim,não,sim
8925,24,605,20757,39.0,sim,não,não
14570,45,428,38364,28.0,sim,não,sim
8305,31,338,29098,31.0,não,sim,sim
3914,26,368,35413,43.0,não,sim,sim
1961,18,473,41192,53.0,sim,não,não
14709,23,414,45794,,sim,não,não
13898,68,688,35829,54.0,não,sim,sim
7042,55,863,47665,19.0,sim,não,sim
4720,51,309,13490,30.0,não,sim,sim
17469,28,496,5190,27.0,não,sim,sim
18272,38,371,46066,55.0,não,sim,sim
5816,45,814,3129,20.0,sim,sim,sim
1670,43,791,20910,16.0,não,não,sim
19477,26,492,8357,26.0,sim,não,sim
4635,51,885,7157,30.0,sim,não,sim
6036,62,419,40266,19.0,não,não,sim
2255,35,538,6989,12.0,não,sim,sim
18953,65,490,27572,34.0,não,sim,sim
13005,52,851,30146,16.0,sim,sim,sim
7420,30,594,720,59.0,não,sim,sim
19289,62,669,43653,28.0,sim,não,sim
2237,28,772,47789,14.0,não,não,sim
9183,29,537,38684,14.0,sim,sim,sim
14164,39,894,7402,43.0,sim,sim,sim
2526,54,497,4219,60.0,não,não,sim
3098,35,782,30219,56.0,não,sim,sim
12563,43,764,47592,26.0,sim,não,sim
19396,26,817,46921,16.0,não,não,sim
13578,31,883,9516,,não,não,sim
16184,18,539,20862,37.0,não,sim,não
14236,56,775,28526,12.0,não,sim,sim
3820,43,593,31363,43.0,não,não,sim
9539,45,803,35506,49.0,não,não,sim
19888,56,853,15263,,sim,sim,sim
13331,55,514,4373,15.0,não,não,sim
11907,36,684,23774,8.0,sim,não,sim
8827,47,714,37655,19.0,não,sim,sim
13082,29,341,3163,10.0,sim,sim,sim
11570,59,442,29615,,não,não,sim
9373,41,380,39714,8.0,não,não,não
19882,44,578,21144,36.0,sim,não,sim
4586,29,333,42196,41.0,sim,não,sim
7423,64,836,46016,46.0,sim,sim,sim
15846,33,596,48341,51.0,não,não,sim
17795,49,618,38293,39.0,não,sim,sim
13503,62,600,49106,40.0,não,não,sim
11308,35,559,28382,35.0,não,não,sim
7358,24,774,36009,37.0,sim,sim,não
18308,51,613,1001,51.0,sim,sim,sim
12870,53,770,14466,18.0,sim,sim,sim
16403,28,710,5639,35.0,não,sim,sim
11681,49,832,2438,15.0,não,sim,sim
17400,22,507,19692,24.0,não,não,sim
11255,67,875,6733,,sim,não,sim
8047,45,852,45406,37.0,não,não,sim
11272,43,541,46621,16.0,não,sim,sim
5915,56,713,44671,18.0,sim,não,sim
15825,23,662,43431,46.0,sim,sim,não
8235,47,522,4450,45.0,não,não,sim
4380,42,484,5729,41.0,sim,sim,sim
13180,63,586,20446,37.0,sim,sim,sim
12062,21,619,21874,39.0,sim,não,não
18838,34,302,40115,35.0,não,não,sim
6173,27,426,22346,42.0,não,sim,sim
4740,50,459,39857,23.0,não,sim,sim
11060,21,502,10593,21.0,sim,não,não
12785,32,412,33075,55.0,não,sim,sim
11429,69,634,39270,26.0,não,sim,sim
8898,54,516,27497,36.0,não,não,sim
12523,50,606,44332,37.0,não,não,sim
4396,25,570,46934,34.0,não,não,sim
12941,66,665,12881,,não,não,sim
17210,21,742,41595,56.0,sim,não,não
19057,42,383,29769,14.0,sim,não,sim
14316,63,622,30826,33.0,não,sim,sim
6343,37,461,46920,17.0,não,não,sim
12032,61,820,48065,51.0,não,sim,sim
8482,67,531,4254,,sim,sim,sim
17746,31,602,30512,22.0,sim,não,sim
11266,46,785,36412,34.0,não,não,sim
15168,41,583,11502,24.0,não,não,sim
15405,48,690,28523,57.0,sim,não,sim
9470,52,548,13198,14.0,sim,sim,sim
3255,68,533,42718,18.0,sim,não,não
15612,46,896,41977,28.0,sim,sim,sim
1587,38,562,35869,9.0,sim,não,não
6289,22,393,36213,38.0,sim,não,não
16438,41,313,40689,58.0,sim,sim,sim
9813,22,820,9786,41.0,sim,não,não
6775,36,341,13908,50.0,não,sim,sim
11829,21,467,3088,17.0,não,não,sim
14078,51,497,25423,45.0,sim,sim,sim
6673,46,727,28170,54.0,sim,sim,sim
18715,58,787,40095,47.0,sim,não,sim
14020,29,313,43747,31.0,sim,sim,sim
13704,66,723,14250,10.0,sim,não,sim
16581,61,477,20678,37.0,não,não,sim
9751,68,528,17486,26.0,não,sim,sim
5515,40,385,21275,,sim,não,sim
7410,51,463,32073,19.0,sim,não,sim
7547,36,799,49239,19.0,sim,não,sim
7733,21,637,49210,39.0,não,não,sim
4628,34,865,42710,18.0,não,sim,não
14327,45,506,1762,40.0,não,não,sim
15783,64,618,42421,18.0,sim,não,sim
4405,48,864,44086,24.0,não,não,sim
11547,52,306,19342,54.0,não,não,sim
13738,67,726,18332,53.0,sim,não,sim
9523,47,390,18822,42.0,não,não,sim
4664,69,519,614,52.0,sim,sim,sim
19535,67,454,48077,43.0,não,sim,sim
16131,53,708,39762,8.0,sim,sim,sim
11443,34,829,38942,34.0,não,não,sim
15598,36,446,41348,48.0,sim,não,sim
19904,26,783,45782,,sim,sim,sim
4180,29,718,31440,45.0,não,sim,sim
4881,56,499,37871,57.0,sim,não,sim
4010,53,780,662,,não,não,sim
9110,49,389,22888,51.0,sim,sim,sim
19416,42,511,42909,41.0,sim,não,sim
2379,57,843,38105,50.0,sim,não,sim
15189,42,531,32032,,não,sim,sim
11289,46,523,44716,41.0,não,sim,sim
17669,44,688,26345,59.0,não,sim,sim
8237,63,693,14272,45.0,sim,não,sim
19946,28,460,25121,37.0,sim,não,sim
12590,52,443,21631,33.0,sim,não,sim
1277,25,493,46947,24.0,não,não,não
12649,28,748,33373,58.0,não,sim,sim
5530,38,480,30680,17.0,sim,não,sim
7525,57,729,18988,36.0,não,sim,sim
2469,58,714,43965,39.0,sim,sim,não
3212,32,889,39037,42.0,sim,não,sim
11665,40,434,11029,51.0,não,sim,sim
12626,30,734,36764,,sim,não,sim
1797,29,461,2215,18.0,sim,não,sim
14832,60,859,49540,33.0,sim,não,sim
16405,37,676,43198,41.0,sim,sim,sim
4678,51,770,38991,41.0,não,sim,sim
3495,70,529,15684,15.0,sim,não,sim
19696,63,723,10536,19.0,não,não,sim
14138,26,748,22042,42.0,não,não,sim
13904,52,580,17368,22.0,não,sim,sim
3372,29,671,29998,13.0,sim,não,sim
5190,46,433,3032,32.0,não,não,sim
17981,32,485,43260,,sim,sim,sim
10144,26,349,25390,60.0,sim,sim,sim
10764,55,367,7700,55.0,não,sim,sim
7657,22,831,42890,,sim,sim,não
9852,66,416,41669,37.0,sim,sim,sim
4382,19,739,3508,26.0,sim,não,não
16794,29,846,4931,24.0,não,sim,sim
8226,44,839,9363,24.0,não,não,sim
1881,44,438,25727,42.0,não,não,sim
12649,62,594,42116,48.0,sim,não,sim
18465,60,412,18136,59.0,não,sim,sim
17921,29,707,43179,59.0,sim,sim,sim
2678,21,309,27529,13.0,sim,sim,não
18271,49,331,32130,42.0,não,sim,sim
17131,27,396,35141,19.0,sim,sim,sim
11955,48,673,16793,7.0,não,não,sim
13354,42,592,29814,13.0,sim,não,sim
18012,63,424,2451,27.0,sim,não,sim
2607,53,615,7392,24.0,sim,não,sim
15724,25,458,45959,32.0,não,não,sim
19788,31,447,43666,53.0,não,sim,sim
15627,70,434,40366,29.0,sim,sim,sim
5054,68,667,26420,56.0,não,sim,sim
16716,56,450,23990,33.0,sim,sim,sim
18636,25,782,14967,17.0,não,não,sim
8687,49,600,43922,60.0,não,sim,sim
12542,36,337,43926,54.0,sim,sim,sim
13294,64,605,24507,35.0,sim,não,sim
5658,42,545,889,29.0,sim,sim,sim
13044,64,875,31282,48.0,sim,sim,sim
11509,65,838,41798,26.0,não,não,sim
2999,40,435,18911,56.0,sim,sim,sim
9139,51,579,27773,48.0,sim,não,sim
7422,30,354,41115,50.0,sim,não,sim
7276,33,777,3157,37.0,não,sim,sim
1892,36,467,24126,11.0,sim,sim,não
9443,59,721,12002,55.0,não,não,sim
14017,18,303,17146,56.0,sim,sim,não
1749,62,820,39443,14.0,não,sim,não
10913,64,589,1643,22.0,sim,não,sim
16832,70,632,40207,21.0,não,sim,sim
15420,40,565,48460,42.0,não,não,sim
3126,67,474,11806,16.0,não,não,sim
16393,38,426,16078,21.0,não,não,sim
18387,20,690,2117,38.0,sim,sim,não
18076,70,560,42014,35.0,sim,não,sim
11728,59,707,43443,44.0,sim,sim,sim
10156,56,601,37118,8.0,não,não,sim
15506,31,702,44972,19.0,sim,não,sim
1430,56,309,8614,47.0,sim,sim,sim
14554,50,733,31671,39.0,não,sim,sim
14272,55,484,30227,17.0,não,não,sim
6245,31,676,31180,19.0,não,não,sim
19212,19,882,38589,34.0,sim,não,não
16425,20,400,8124,45.0,sim,não,não
12814,40,830,2762,,sim,sim,sim
15922,38,740,39364,51.0,sim,não,sim
15290,66,532,28056,14.0,não,não,sim
1349,23,767,1464,50.0,sim,sim,não
9233,31,885,16803,18.0,sim,sim,sim
19670,59,636,21696,10.0,sim,não,sim
8675,42,352,4825,39.0,sim,sim,sim
12262,34,353,29971,41.0,não,sim,sim
1354,36,354,42059,31.0,sim,sim,não
3197,47,358,24937,44.0,não,não,sim
8597,28,579,49166,10.0,não,não,não
17440,37,624,14318,32.0,sim,sim,sim
16431,22,611,22765,30.0,não,sim,não
7740,47,622,23168,,não,sim,sim
19633,66,613,15651,31.0,sim,não,sim
16152,32,334,24125,59.0,sim,sim,sim
16965,24,864,14978,18.0,sim,não,não
14017,19,658,32871,31.0,não,não,sim
7348,39,780,13350,44.0,não,sim,sim
5920,38,886,28796,31.0,sim,não,sim
3791,47,708,17644,18.0,sim,não,sim
6460,59,647,13996,8.0,não,sim,sim
10337,36,361,20924,24.0,não,não,sim
4877,43,773,13435,27.0,sim,não,sim
7856,64,439,29001,11.0,sim,não,não
12968,56,619,7348,55.0,não,não,sim
7266,32,684,8307,28.0,não,não,sim
1043,53,754,23658,9.0,não,não,sim
16889,53,308,48509,49.0,não,não,sim
14415,33,785,47083,40.0,não,sim,sim
5279,50,451,46475,38.0,sim,sim,sim
15194,69,739,42055,,não,sim,sim
3289,22,727,27351,45.0,não,sim,não
14151,23,592,15951,23.0,sim,não,não
7234,49,751,48795,41.0,sim,não,sim
15927,70,714,46260,50.0,não,não,sim
1983,61,818,34077,39.0,não,não,sim
1611,43,332,20187,39.0,não,sim,sim
10076,40,497,24061,54.0,não,sim,sim
15126,32,793,35838,30.0,não,não,sim
8414,24,351,13795,31.0,sim,não,não
9924,23,357,49156,13.0,sim,sim,não
19595,22,534,6334,44.0,sim,não,não
19993,53,689,25612,,sim,sim,sim
14684,21,836,669,42.0,não,não,sim
9488,45,552,14593,,sim,não,sim
6386,42,392,17951,28.0,sim,sim,sim
7091,20,521,17130,56.0,não,sim,não
15243,58,729,29947,53.0,não,sim,sim
6756,66,776,44200,55.0,sim,não,sim
14999,43,737,11917,21.0,sim,não,sim
7139,65,371,22314,,não,sim,sim
14306,58,396,44379,45.0,não,não,sim
6737,41,594,15581,38.0,sim,sim,sim
19147,25,735,17771,40.0,sim,sim,não
15559,38,783,43023,48.0,não,sim,sim
13607,18,435,32833,40.0,sim,sim,não
16351,70,665,33714,23.0,não,não,sim
16775,27,760,24503,13.0,não,sim,sim
10805,55,827,30933,21.0,sim,sim,sim
7948,70,779,48890,47.0,não,não,sim
11853,56,652,14397,38.0,sim,sim,sim
1977,38,386,23973,22.0,sim,sim,não
11427,21,860,18762,51.0,sim,sim,não
6288,27,687,9712,,sim,não,sim
5014,26,727,42060,14.0,não,sim,não
11838,20,811,19441,26.0,não,sim,não
7461,36,728,24845,6.0,sim,sim,não
3599,25,850,17030,11.0,sim,não,não
15164,33,856,23628,12.0,não,sim,sim
10244,66,886,5796,53.0,sim,não,sim
5051,62,529,31503,48.0,sim,sim,sim
18663,68,397,28252,23.0,sim,sim,sim
5884,40,524,47114,55.0,sim,não,sim
18798,44,620,24672,18.0,sim,não,sim
9272,38,785,9789,29.0,sim,não,sim
16878,40,367,6320,9.0,não,sim,sim
3559,45,579,46082,22.0,sim,sim,não
17873,54,454,31995,39.0,sim,não,sim
17370,60,413,3197,41.0,sim,não,sim
8255,43,385,25707,,sim,sim,sim
4089,43,526,24793,57.0,não,sim,sim
18165,59,776,3413,33.0,sim,sim,sim
19157,25,363,23462,46.0,não,não,sim
8126,30,509,46541,10.0,sim,não,não
16172,39,735,6425,7.0,sim,sim,sim
15892,44,551,24058,28.0,não,não,sim
18735,58,462,23049,45.0,sim,sim,sim
16181,63,326,47544,21.0,sim,não,sim
6457,58,805,24039,45.0,não,não,sim
5572,43,479,40220,33.0,não,sim,sim
12053,58,492,28422,14.0,não,sim,sim
8024,22,762,34500,11.0,não,não,sim
17814,67,525,9116,35.0,sim,não,sim
17809,26,680,2968,55.0,sim,sim,sim
12827,22,436,32607,34.0,não,não,sim
5667,61,813,30352,34.0,sim,não,sim
17872,52,839,26697,,não,sim,sim
2967,40,809,1478,,sim,não,sim
3698,70,831,14264,9.0,sim,não,sim
15236,65,420,42001,24.0,não,sim,sim
9656,64,842,4418,49.0,não,não,sim
6363,67,796,37246,39.0,sim,sim,sim
4154,26,357,46813,59.0,sim,não,sim
16803,57,601,36210,37.0,sim,não,sim
6250,41,882,13263,56.0,não,não,sim
19571,38,603,6377,32.0,sim,sim,sim
13367,43,486,37642,23.0,não,sim,sim
7880,46,686,20200,10.0,sim,não,sim
7550,20,328,30052,43.0,sim,não,não
10687,69,460,6293,35.0,sim,sim,sim
7412,64,393,29086,9.0,não,não,sim
12381,56,853,36703,36.0,não,sim,sim
9181,30,346,18144,37.0,sim,sim,sim
9210,51,462,47523,13.0,sim,sim,não
8382,31,407,29184,59.0,sim,sim,sim
1606,59,831,17165,24.0,sim,sim,não
17014,51,487,46077,56.0,sim,não,sim
19131,64,568,30343,32.0,não,não,sim
6555,55,710,48654,32.0,sim,sim,sim
4623,58,716,44784,24.0,sim,não,sim
13878,60,772,13957,47.0,sim,não,sim
19164,65,665,40443,11.0,não,não,sim
11358,24,604,15310,57.0,não,sim,não
8149,44,689,13774,39.0,sim,não,sim
3053,19,444,25646,43.0,não,sim,não
7553,18,891,35326,14.0,não,não,sim
19618,58,569,30342,45.0,não,sim,sim
1565,26,805,8023,33.0,sim,sim,sim
7997,19,696,38704,36.0,não,sim,não
8562,34,788,15721,49.0,sim,sim,sim
10094,33,555,25219,,não,não,sim
19632,21,859,37839,46.0,sim,sim,não
1360,44,330,35696,31.0,não,não,não
2065,58,802,2939,38.0,sim,sim,sim
1951,53,676,30173,16.0,sim,não,sim
6975,30,703,7091,6.0,sim,não,sim
5405,26,886,4143,28.0,não,sim,sim
1593,57,635,36123,6.0,não,sim,não
3030,24,684,20182,9.0,sim,não,não
15589,64,367,36297,25.0,não,não,sim
6452,28,601,771,46.0,sim,não,sim
9330,36,459,27295,9.0,não,sim,sim
9524,47,326,29384,,sim,sim,sim
8176,45,669,41369,58.0,sim,sim,sim
7515,37,645,46342,46.0,não,não,sim
11495,69,725,28091,16.0,sim,sim,sim
6742,29,712,38301,9.0,não,não,sim
14869,57,460,29730,8.0,sim,não,sim
5639,45,531,42208,,não,sim,sim
7057,33,624,38401,17.0,não,não,sim
1252,28,447,43624,45.0,sim,sim,não
2063,67,634,14886,56.0,sim,não,sim
6728,67,755,14116,35.0,não,não,sim
12208,37,348,33733,57.0,sim,sim,sim
11453,58,364,18159,60.0,não,sim,sim
7545,41,765,38150,14.0,não,sim,sim
4354,68,687,44580,29.0,sim,não,sim
11465,50,612,40232,25.0,não,sim,sim
11779,33,507,46486,7.0,não,sim,não
16231,64,353,39468,45.0,sim,sim,sim
9321,34,525,48186,38.0,não,não,sim
19708,70,885,48651,14.0,não,não,sim
4323,37,664,45896,23.0,não,não,sim
3124,63,338,3473,30.0,não,não,sim
11062,50,796,36428,9.0,sim,não,sim
10969,45,415,35311,15.0,sim,sim,sim
18431,39,492,4347,18.0,não,sim,sim
15825,23,384,49101,,sim,sim,não
16483,59,832,7126,42.0,não,sim,sim
6697,53,727,49768,41.0,sim,sim,sim
18429,43,735,35585,55.0,não,sim,sim
19960,64,852,44271,,sim,não,sim
18843,43,777,22916,24.0,não,sim,sim
8345,59,374,44904,19.0,sim,não,sim
17380,67,492,4867,16.0,sim,não,sim
4487,27,601,24092,,sim,sim,sim
8530,60,893,30180,25.0,não,não,sim
4102,69,418,19177,9.0,sim,não,não
7430,45,506,20527,50.0,sim,não,sim
13326,35,583,7909,33.0,sim,não,sim
4325,61,682,46510,16.0,não,sim,não
4279,27,586,40069,12.0,não,não,não
19924,50,435,34227,15.0,não,não,sim
13490,18,471,12550,17.0,sim,não,não
4939,33,715,34499,,não,sim,sim
16430,39,377,1933,30.0,sim,não,sim
6974,36,457,18242,,sim,não,sim
4745,48,667,16695,51.0,sim,sim,sim
18823,23,816,22834,15.0,não,não,sim
3335,55,363,48510,56.0,sim,sim,sim
13469,30,752,2668,6.0,não,sim,sim
8497,49,323,25016,33.0,sim,sim,sim
18028,36,642,41954,28.0,sim,não,sim
17966,52,800,655,35.0,não,sim,sim
5845,46,631,32127,9.0,não,não,sim
4579,20,827,3059,53.0,não,não,sim
9035,50,322,8981,43.0,sim,não,sim
6249,25,847,22226,52.0,sim,sim,não
4800,43,360,46307,47.0,sim,não,sim
15744,34,729,12995,10.0,sim,não,sim
17447,44,301,23293,16.0,sim,não,sim
9773,20,694,40414,43.0,não,não,sim
4706,50,557,48930,23.0,não,sim,sim
9551,23,439,45074,34.0,não,sim,não
5380,23,404,16389,50.0,sim,sim,não
12648,54,879,30143,52.0,sim,não,sim
5178,67,852,31034,,sim,não,sim
8462,55,779,30271,12.0,sim,não,sim
11105,54,400,9533,33.0,não,não,sim
1908,65,599,38789,56.0,sim,não,não
7977,65,619,33114,11.0,sim,sim,não
18014,60,723,4395,14.0,não,sim,sim
14031,20,710,22207,14.0,sim,não,não
17087,35,898,39976,30.0,sim,sim,sim
2530,21,728,47437,21.0,sim,sim,não
8443,67,347,4669,29.0,sim,sim,sim
7688,51,687,28078,41.0,sim,sim,sim
11887,65,587,30335,31.0,sim,não,sim
14478,62,530,15261,58.0,sim,não,sim
4207,70,482,26989,6.0,não,não,não
14383,20,362,18876,24.0,não,não,sim
5106,44,566,19631,18.0,sim,não,sim
4477,21,738,28983,32.0,sim,não,não
16000,37,594,14259,,sim,não,sim
1545,29,746,47326,23.0,sim,não,sim
10924,63,413,39298,55.0,não,sim,sim
14266,52,473,7700,32.0,não,não,sim
8177,28,597,30006,51.0,sim,não,sim
13315,42,890,19379,58.0,não,sim,sim
17204,61,679,28573,46.0,sim,não,sim
14357,70,499,49541,35.0,não,não,sim
14158,34,394,24202,53.0,sim,sim,sim
7496,19,667,48115,34.0,sim,não,não
17349,38,602,8270,60.0,sim,não,sim
3598,56,417,4923,22.0,sim,sim,sim
19875,70,689,19114,49.0,sim,não,sim
17878,63,540,11312,12.0,sim,não,sim
5148,48,654,47760,45.0,sim,sim,sim
10119,45,700,29468,44.0,sim,não,sim
19993,30,741,22305,55.0,não,não,sim
18106,57,811,6661,34.0,não,não,sim
5891,54,512,11445,37.0,sim,sim,sim
9438,27,692,15586,31.0,não,sim,sim
6646,47,335,12265,40.0,sim,não,sim
11330,61,436,23262,46.0,não,sim,sim
1016,69,645,4961,8.0,não,sim,não
9294,22,632,35576,37.0,não,não,sim
6911,38,739,44188,35.0,não,sim,sim
5354,57,836,41106,14.0,sim,sim,não
14598,48,532,43228,6.0,não,sim,sim
9263,50,815,26451,39.0,não,não,sim
13694,56,717,31044,53.0,sim,não,sim
6858,42,473,37997,29.0,não,sim,sim
11258,61,716,17653,43.0,sim,não,sim
10084,41,787,35841,55.0,não,não,sim
5174,53,747,49109,49.0,sim,sim,sim
13227,50,500,13170,41.0,sim,não,sim
16606,63,569,15794,53.0,não,sim,sim
7190,28,784,43403,18.0,não,não,sim
6107,54,880,14804,9.0,não,não,sim
9136,65,384,18680,32.0,não,não,sim
14552,44,502,26187,52.0,não,não,sim
1908,50,395,31778,50.0,sim,sim,sim
5063,65,794,15157,36.0,sim,não,sim
15675,47,547,39168,,não,sim,sim
10586,48,410,34252,37.0,sim,não,sim
4618,54,352,35417,12.0,sim,sim,não
1970,46,626,34291,46.0,não,sim,sim
11706,42,493,4964,43.0,sim,sim,sim
13973,54,445,38583,30.0,sim,não,sim
2199,66,368,9813,32.0,não,sim,sim
3059,18,853,45491,,não,sim,não
17987,59,625,602,42.0,sim,não,sim
19336,49,338,43355,20.0,sim,sim,sim
17196,70,809,19307,47.0,sim,sim,sim
12501,54,877,25280,13.0,sim,sim,sim
11944,43,654,39079,14.0,não,não,sim
2867,64,478,46444,34.0,não,não,sim
3819,44,375,3586,43.0,sim,sim,sim
14891,68,440,9503,18.0,sim,não,sim
15577,57,851,19451,,sim,sim,sim
17483,31,804,26197,32.0,sim,sim,sim
7669,36,525,42454,47.0,não,não,sim
3220,39,399,44368,,sim,não,não
19443,56,363,14962,35.0,sim,sim,sim
11456,27,426,11603,27.0,sim,sim,sim
12826,18,671,15091,33.0,não,não,sim
13673,36,499,20925,21.0,sim,sim,sim
8271,18,447,23725,23.0,não,sim,não
5605,29,828,31808,52.0,não,sim,sim
12350,61,583,656,47.0,sim,sim,sim
12328,30,691,29456,34.0,sim,sim,sim
15941,52,704,43076,44.0,não,sim,sim
1950,59,371,28980,10.0,sim,sim,não
2862,52,642,28377,54.0,não,sim,sim
5849,50,664,31781,47.0,não,não,sim
5016,68,866,47179,16.0,sim,sim,não
4793,33,520,5979,9.0,sim,não,sim
10465,65,635,9538,12.0,não,não,sim
6424,46,498,34653,25.0,sim,não,sim
5563,62,899,43617,,sim,não,sim
5424,66,596,22458,,não,não,sim
6227,56,580,33601,22.0,não,sim,sim
18596,61,768,2280,,sim,não,sim
19270,50,352,30784,29.0,não,não,sim
1754,22,343,13446,59.0,não,não,sim
17093,66,644,22370,39.0,sim,sim,sim
11151,48,586,6594,29.0,não,sim,sim
14200,53,619,46071,14.0,sim,não,sim
9749,46,314,7817,,não,sim,sim
2877,42,796,951,52.0,não,sim,sim
17430,35,633,47864,8.0,sim,não,sim
3714,47,804,43659,7.0,sim,não,sim
17653,24,425,36330,29.0,não,sim,não
18465,56,489,20753,28.0,não,sim,sim
18220,69,664,23561,59.0,não,sim,sim
3988,41,787,17022,40.0,não,sim,sim
7775,37,494,46374,52.0,não,sim,sim
12105,44,731,27193,37.0,não,não,sim
4627,32,551,36741,29.0,não,sim,sim
19891,43,416,4923,35.0,não,não,sim
16963,43,692,40283,26.0,sim,não,sim
17978,35,804,22173,,não,não,sim
1426,61,475,28458,47.0,sim,sim,não
11936,63,781,29498,13.0,sim,não,sim
2360,46,618,1757,34.0,sim,sim,sim
13312,60,497,48915,,não,sim,sim
14892,44,528,37326,50.0,não,não,sim
16787,45,321,10779,59.0,não,não,sim
6618,38,727,25931,59.0,sim,não,sim
16385,28,654,13902,36.0,sim,não,sim
11083,34,569,37102,18.0,não,sim,sim
16641,21,468,46077,26.0,não,não,sim
1699,21,359,10931,38.0,sim,não,não
3909,46,506,28196,58.0,sim,sim,sim
10702,37,801,9996,30.0,sim,sim,sim
19977,68,333,26103,53.0,não,não,sim
13072,68,550,28649,,não,sim,sim
15671,46,805,36262,14.0,sim,não,sim
8514,59,381,25031,42.0,não,não,sim
11398,40,311,1072,37.0,sim,não,sim
19486,46,682,28050,44.0,sim,sim,sim
4712,63,578,34321,23.0,não,não,sim
19847,19,661,17877,39.0,não,sim,não
11701,36,376,46736,47.0,sim,não,sim
2462,38,606,21071,43.0,sim,sim,sim
10022,38,508,39722,58.0,sim,sim,sim
10892,61,436,15917,40.0,não,não,sim
1999,27,614,19978,13.0,sim,não,sim
3413,61,649,21818,49.0,não,sim,sim
19444,69,409,36199,22.0,sim,não,sim
15534,28,842,10024,13.0,não,não,sim
15200,28,523,33374,48.0,sim,não,sim
3192,70,376,34281,29.0,não,sim,sim
9159,53,897,4430,,não,não,sim
18407,47,547,47100,17.0,sim,não,sim
3622,64,651,46722,24.0,sim,não,sim
7150,26,774,11128,10.0,não,não,sim
9137,34,395,38933,13.0,sim,sim,sim
19837,62,712,21997,27.0,sim,sim,sim
19356,57,741,29237,9.0,sim,não,sim
17693,56,611,38846,23.0,sim,sim,sim
5580,31,704,17857,19.0,não,sim,sim
13558,23,813,2723,32.0,sim,sim,não
1460,49,696,5470,42.0,não,não,sim
12301,45,893,13426,27.0,não,não,sim
4408,18,775,48283,15.0,não,sim,não
2601,63,468,29072,30.0,sim,sim,não
2458,38,721,32182,25.0,não,sim,não
12586,44,511,47189,45.0,sim,não,sim
17213,20,412,23789,8.0,não,sim,não
15328,35,335,47176,60.0,não,não,sim
1812,20,769,11572,51.0,sim,sim,não
18944,20,825,1474,38.0,sim,sim,não
1752,44,797,16094,20.0,sim,sim,não
10755,47,605,39488,46.0,não,não,sim
12872,64,362,49310,55.0,não,sim,sim
16255,56,716,47371,54.0,não,sim,sim
15598,44,751,42935,43.0,sim,não,sim
18027,38,708,18032,7.0,sim,sim,sim
16464,31,718,9474,24.0,sim,não,sim
11069,26,732,32229,45.0,sim,não,sim
8162,20,421,19026,41.0,sim,sim,não
18443,52,488,36875,35.0,não,não,sim
14131,55,611,786,34.0,sim,sim,sim
8955,60,890,5871,40.0,sim,sim,sim
5045,60,382,45271,53.0,não,sim,sim
18844,69,378,9074,22.0,sim,sim,sim
