marca,ano,quilometragem,combustivel,transmissao,tipo_carro,cor,valor
Hyundai,2020,148851,elétrico,manual,SUV,verde,126804
Toyota,2015,59625,híbrido,manual,conversível,,98262
Audi,2019,5705,gasolina,automático,SUV,,248006
Mercedes,2005,54181,diesel,automático,conversível,cinza,151073
Chevrolet,2019,175544,diesel,automático,hatchback,,10119
BMW,2008,7975,gasolina,manual,sedan,azul,162418
Audi,2011,216015,diesel,automático,sedan,,30789
Toyota,2022,213713,elétrico,manual,hatchback,,39401
Audi,2009,104367,elétrico,automático,sedan,,136943
Audi,2019,155790,gasolina,manual,SUV,,128947
Nissan,2003,40316,elétrico,manual,conversível,,62779
Volkswagen,2016,78272,gasolina,automático,hatchback,azul,57210
Ford,2023,182182,elétrico,manual,pickup,,82473
Hyundai,2013,319,elétrico,manual,hatchback,cinza,146777
Audi,2008,46622,diesel,manual,conversível,,128365
BMW,2007,104787,gasolina,manual,SUV,branco,115649
Audi,2015,31322,elétrico,automático,pickup,prata,251075
Hyundai,2019,40904,elétrico,automático,SUV,,209367
Audi,2023,49238,híbrido,automático,pickup,preto,273533
Honda,2014,54484,elétrico,automático,pickup,,143861
Audi,2022,199961,elétrico,manual,sedan,,147027
Chevrolet,2018,187464,híbrido,automático,pickup,vermelho,43775
Toyota,2006,23293,diesel,manual,conversível,azul,39695
Hyundai,2014,74948,gasolina,manual,pickup,prata,73536
Mercedes,2019,176652,híbrido,manual,conversível,,170344
Volkswagen,2014,1129,elétrico,manual,hatchback,,139210
Nissan,2020,9781,híbrido,automático,conversível,branco,196153
Hyundai,2019,32226,elétrico,manual,sedan,,173442
BMW,2003,137628,diesel,automático,SUV,branco,92660
Nissan,2016,106168,diesel,manual,pickup,branco,72682
Nissan,2010,61791,diesel,automático,hatchback,cinza,47746
Volkswagen,2019,197114,híbrido,automático,SUV,,65020
Hyundai,2017,204847,gasolina,automático,conversível,,10607
Audi,2005,1143,elétrico,manual,sedan,cinza,167200
Toyota,2010,46317,híbrido,automático,hatchback,,65578
BMW,2016,5798,elétrico,automático,sedan,branco,289941
Chevrolet,2022,71261,elétrico,manual,sedan,,139117
BMW,2008,124873,diesel,automático,conversível,branco,122589
Honda,2022,235187,elétrico,automático,pickup,,73369
Audi,2007,10671,diesel,automático,SUV,,174530
Mercedes,2000,134367,elétrico,automático,conversível,,101943
Mercedes,2015,32963,diesel,manual,SUV,verde,235926
Toyota,2004,33818,elétrico,automático,hatchback,,53327
Chevrolet,2017,41842,gasolina,manual,SUV,,96711
Ford,2016,176064,diesel,automático,SUV,,16755
BMW,2006,5350,gasolina,automático,conversível,preto,178255
BMW,2009,133208,elétrico,automático,sedan,,151754
Ford,2008,50468,gasolina,manual,pickup,,13672
BMW,2000,85451,gasolina,manual,SUV,,80184
Honda,2020,83243,gasolina,automático,hatchback,,81730
Ford,2021,160739,gasolina,automático,pickup,azul,41483
Mercedes,2012,191683,elétrico,automático,conversível,azul,145822
Toyota,2021,219772,gasolina,automático,pickup,prata,14160
Ford,2013,113975,diesel,automático,pickup,azul,32217
Mercedes,2023,167392,gasolina,manual,hatchback,preto,148826
Audi,2019,178000,elétrico,manual,sedan,,141400
BMW,2006,34376,híbrido,automático,pickup,azul,199937
Mercedes,2020,13216,híbrido,automático,hatchback,preto,284749
Audi,2021,123244,elétrico,automático,hatchback,,200729
Volkswagen,2023,113448,elétrico,automático,pickup,,165586
Nissan,2017,163800,diesel,manual,SUV,,46340
Hyundai,2013,216298,elétrico,automático,sedan,cinza,16591
Volkswagen,2023,222341,gasolina,automático,conversível,branco,26361
Audi,2008,173454,híbrido,manual,pickup,branco,67582
Nissan,2020,75451,diesel,automático,SUV,,143184
Audi,2005,190237,híbrido,automático,pickup,,48834
BMW,2016,117470,diesel,automático,pickup,prata,190771
Nissan,2019,132232,gasolina,automático,hatchback,preto,47438
Volkswagen,2013,70336,elétrico,automático,conversível,branco,118765
Mercedes,2016,198380,híbrido,automático,conversível,,148134
Volkswagen,2017,30588,gasolina,automático,conversível,,118588
Audi,2018,73424,híbrido,manual,pickup,preto,207603
Mercedes,2003,31613,híbrido,manual,SUV,verde,173871
Volkswagen,2010,127918,elétrico,manual,sedan,verde,29457
Toyota,2017,125351,diesel,manual,pickup,,52254
Chevrolet,2010,151717,híbrido,automático,pickup,preto,12798
Chevrolet,2011,69422,híbrido,manual,pickup,preto,63405
Mercedes,2001,155961,diesel,automático,sedan,verde,37827
Toyota,2023,246056,diesel,automático,SUV,,30761
Nissan,2018,174545,elétrico,automático,pickup,branco,94818
Hyundai,2015,31625,gasolina,automático,sedan,,103862
Nissan,2016,161057,híbrido,automático,hatchback,azul,41260
BMW,2022,127783,diesel,automático,SUV,vermelho,232552
Hyundai,2007,3693,diesel,manual,conversível,,81415
BMW,2004,68244,elétrico,automático,pickup,,183229
Mercedes,2022,86128,gasolina,automático,SUV,,247710
Audi,2007,40903,híbrido,automático,sedan,vermelho,146368
Nissan,2005,11440,diesel,automático,conversível,verde,68992
Nissan,2019,117625,diesel,manual,pickup,preto,85662
Hyundai,2015,188889,gasolina,automático,pickup,branco,14778
Hyundai,2008,182144,elétrico,manual,SUV,,19499
Volkswagen,2011,59905,diesel,manual,SUV,,70066
Hyundai,2007,118441,híbrido,automático,pickup,cinza,43091
Hyundai,2016,13475,elétrico,manual,hatchback,cinza,158568
Toyota,2022,22439,diesel,manual,pickup,,159293
Honda,2019,38705,elétrico,manual,pickup,vermelho,175906
Audi,2019,37277,diesel,manual,sedan,,197906
Volkswagen,2008,137256,elétrico,manual,SUV,prata,36921
Audi,2011,168311,gasolina,automático,SUV,prata,78182
Mercedes,2013,180131,elétrico,manual,sedan,,132908
Toyota,2017,169740,elétrico,manual,hatchback,,35182
Ford,2023,177980,gasolina,manual,conversível,azul,22414
Mercedes,2001,104834,elétrico,manual,pickup,,122616
Hyundai,2018,4840,diesel,automático,SUV,branco,185612
Mercedes,2018,208672,híbrido,manual,SUV,,154930
Chevrolet,2023,164819,diesel,automático,hatchback,vermelho,45627
Mercedes,2001,64526,diesel,automático,sedan,prata,101832
BMW,2015,247840,híbrido,manual,sedan,,78512
Audi,2012,156011,diesel,automático,sedan,azul,79792
BMW,2010,8381,diesel,manual,conversível,azul,204133
Nissan,2003,34513,elétrico,manual,conversível,,66841
Ford,2013,139329,elétrico,manual,SUV,,49470
Audi,2019,117609,gasolina,manual,sedan,,127674
Volkswagen,2018,7446,híbrido,automático,hatchback,cinza,155788
Ford,2022,236462,elétrico,automático,conversível,,44477
Audi,2005,24857,diesel,automático,hatchback,cinza,115600
Toyota,2017,54067,gasolina,manual,sedan,,67153
Toyota,2007,16108,diesel,manual,pickup,,58724
Nissan,2019,71907,gasolina,manual,sedan,azul,82665
Honda,2011,13123,híbrido,automático,sedan,,109814
BMW,2005,85761,diesel,manual,sedan,preto,100967
Honda,2019,3733,diesel,manual,SUV,,165387
Toyota,2019,99138,elétrico,automático,conversível,,133603
Nissan,2008,201,gasolina,manual,conversível,,69859
Ford,2014,116815,híbrido,automático,hatchback,,30229
BMW,2003,141957,gasolina,manual,sedan,,33630
Toyota,2023,219939,híbrido,manual,pickup,,49043
Nissan,2008,71416,híbrido,manual,conversível,vermelho,55009
Nissan,2019,170934,elétrico,manual,conversível,cinza,83346
Audi,2013,77630,diesel,automático,hatchback,,134659
BMW,2011,233536,diesel,automático,hatchback,,46525
Mercedes,2015,213640,gasolina,automático,pickup,vermelho,102452
Toyota,2009,44526,híbrido,manual,hatchback,vermelho,45832
Audi,2003,117676,diesel,manual,SUV,,57627
Ford,2016,133351,híbrido,automático,pickup,azul,60654
Hyundai,2003,7047,gasolina,manual,sedan,,23067
BMW,2000,74976,diesel,manual,hatchback,,66517
Mercedes,2007,244939,diesel,manual,pickup,azul,24543
Volkswagen,2014,165007,elétrico,automático,pickup,vermelho,66495
Audi,2011,33223,diesel,automático,pickup,,179744
Hyundai,2011,83227,diesel,manual,conversível,vermelho,53741
Chevrolet,2017,36724,elétrico,manual,hatchback,branco,121293
Hyundai,2022,138793,diesel,automático,pickup,,112845
Ford,2018,90320,gasolina,manual,sedan,,34776
Mercedes,2004,88,elétrico,manual,hatchback,branco,188938
Honda,2021,129379,gasolina,manual,pickup,,70435
BMW,2015,172684,diesel,automático,sedan,preto,124121
Nissan,2022,188130,híbrido,automático,hatchback,,64309
Chevrolet,2017,83793,diesel,automático,conversível,,81345
Audi,2005,55481,híbrido,automático,hatchback,,115163
BMW,2009,72881,elétrico,automático,SUV,,221983
Mercedes,2009,67207,híbrido,manual,pickup,,183955
Chevrolet,2018,100289,gasolina,automático,pickup,,69798
Toyota,2012,173512,elétrico,automático,SUV,verde,46542
Hyundai,2020,169298,gasolina,manual,sedan,,28491
Mercedes,2004,153505,híbrido,automático,conversível,,95546
Honda,2020,118277,elétrico,manual,hatchback,preto,99206
Mercedes,2002,79276,híbrido,manual,sedan,,105507
Hyundai,2001,106028,elétrico,automático,conversível,,23780
Chevrolet,2020,163017,híbrido,automático,sedan,azul,53888
Hyundai,2015,190432,elétrico,automático,SUV,,76698
Audi,2002,107505,gasolina,automático,pickup,preto,50746
Mercedes,2017,217380,elétrico,automático,sedan,preto,148834
Audi,2016,205962,diesel,manual,sedan,vermelho,58827
Mercedes,2005,123657,elétrico,manual,pickup,,137440
Chevrolet,2022,141272,híbrido,automático,SUV,,111110
Nissan,2007,135602,híbrido,automático,SUV,,31079
Honda,2022,72298,gasolina,manual,SUV,,124391
Nissan,2009,118482,híbrido,automático,conversível,prata,43063
BMW,2013,232640,diesel,automático,pickup,cinza,89152
Audi,2000,85379,gasolina,manual,hatchback,prata,10235
BMW,2012,198708,diesel,automático,SUV,preto,112904
Honda,2002,62581,elétrico,automático,conversível,,47193
Honda,2023,128953,híbrido,automático,hatchback,prata,105733
Honda,2015,104237,gasolina,manual,SUV,,53034
Audi,2002,89913,elétrico,automático,sedan,azul,98061
Nissan,2022,61339,híbrido,automático,conversível,,174063
Mercedes,2015,94816,híbrido,manual,SUV,azul,213629
Honda,2003,38614,gasolina,automático,pickup,prata,21970
Volkswagen,2011,93187,elétrico,automático,sedan,,74769
Audi,2019,154056,gasolina,manual,conversível,,116161
Nissan,2009,29170,gasolina,automático,hatchback,,49581
Audi,2008,79580,diesel,automático,sedan,prata,105294
Toyota,2020,57545,elétrico,manual,hatchback,azul,134718
Mercedes,2007,146322,gasolina,automático,sedan,,72575
Hyundai,2008,61389,gasolina,automático,SUV,,62028
Toyota,2023,58409,diesel,manual,SUV,,148114
Ford,2022,94026,elétrico,manual,sedan,azul,116182
BMW,2003,151094,diesel,automático,pickup,,76234
Audi,2019,45806,gasolina,automático,conversível,branco,205936
Hyundai,2021,124721,gasolina,manual,pickup,,87695
Hyundai,2018,118446,híbrido,manual,hatchback,branco,78088
Ford,2001,6682,híbrido,manual,pickup,,30323
Hyundai,2010,10535,gasolina,manual,conversível,,83626
Nissan,2015,76086,elétrico,manual,SUV,,135740
Nissan,2020,33712,híbrido,automático,conversível,,179402
Audi,2003,224757,elétrico,automático,sedan,branco,10670
BMW,2006,159125,diesel,manual,sedan,prata,56612
BMW,2019,192078,elétrico,automático,pickup,,201545
Mercedes,2021,140607,diesel,manual,hatchback,,167575
Mercedes,2015,118085,elétrico,automático,SUV,azul,232340
BMW,2022,184821,diesel,automático,hatchback,,157625
Nissan,2010,63646,gasolina,automático,hatchback,prata,32448
Honda,2011,99965,elétrico,manual,pickup,,77024
Ford,2017,1070,gasolina,manual,pickup,cinza,111251
Mercedes,2015,141295,elétrico,manual,pickup,,195094
Volkswagen,2023,68036,híbrido,automático,pickup,,176375
Mercedes,2023,179860,híbrido,manual,SUV,preto,210098
BMW,2016,33706,elétrico,automático,pickup,branco,291406
Hyundai,2012,74538,elétrico,manual,pickup,cinza,115823
Toyota,2011,148120,híbrido,automático,conversível,cinza,22316
Mercedes,2021,114373,gasolina,automático,conversível,,206939
Mercedes,2018,219540,híbrido,automático,conversível,preto,147322
Chevrolet,2015,31783,híbrido,automático,sedan,prata,110752
Nissan,2020,48477,híbrido,automático,SUV,,183066
Volkswagen,2019,197631,híbrido,automático,SUV,,64658
BMW,2008,169292,elétrico,automático,pickup,,140496
Ford,2010,158101,elétrico,automático,SUV,branco,29329
Ford,2022,105113,híbrido,automático,hatchback,,94421
Hyundai,2004,116583,elétrico,automático,sedan,,23392
BMW,2020,45793,gasolina,manual,pickup,,240945
Hyundai,2009,29002,elétrico,manual,pickup,,126699
Nissan,2023,130470,diesel,automático,SUV,branco,125671
BMW,2000,17757,gasolina,automático,hatchback,,106570
BMW,2015,25352,diesel,manual,hatchback,verde,206254
Honda,2011,88784,elétrico,manual,conversível,azul,77851
Nissan,2018,210616,elétrico,manual,SUV,vermelho,62569
Audi,2020,126714,elétrico,automático,SUV,prata,226300
Ford,2019,7317,elétrico,manual,conversível,prata,169878
Toyota,2012,8744,diesel,automático,pickup,verde,112879
Mercedes,2021,65509,gasolina,manual,sedan,,213144
Volkswagen,2016,26264,diesel,automático,SUV,branco,142615
Chevrolet,2010,123113,híbrido,automático,SUV,,39821
Toyota,2019,165284,elétrico,automático,SUV,vermelho,101301
BMW,2000,132276,gasolina,automático,conversível,cinza,47407
Nissan,2022,138420,diesel,automático,conversível,,99106
Ford,2020,137763,elétrico,manual,pickup,cinza,92566
BMW,2005,163969,híbrido,manual,hatchback,,60222
Mercedes,2004,208262,elétrico,manual,SUV,,78217
Volkswagen,2011,23845,híbrido,manual,hatchback,branco,81308
Honda,2008,78071,híbrido,automático,conversível,preto,57350
Mercedes,2005,175450,gasolina,automático,sedan,cinza,38185
Audi,2022,192950,híbrido,automático,conversível,,158935
Volkswagen,2023,212867,diesel,automático,hatchback,,25993
Ford,2023,133813,diesel,automático,hatchback,,60331
Nissan,2021,221638,elétrico,manual,sedan,,47853
Mercedes,2004,130786,híbrido,automático,hatchback,preto,90450
Chevrolet,2022,173849,gasolina,automático,hatchback,vermelho,18306
Hyundai,2017,112885,diesel,automático,conversível,,88980
Hyundai,2006,59248,gasolina,manual,sedan,,7526
Audi,2023,134843,gasolina,manual,sedan,,143610
Honda,2004,158912,elétrico,automático,SUV,,7762
BMW,2022,22522,gasolina,automático,hatchback,,257235
Volkswagen,2009,10412,gasolina,manual,conversível,branco,62712
Chevrolet,2015,84927,gasolina,automático,hatchback,,31551
Toyota,2021,161541,diesel,manual,conversível,prata,47921
Hyundai,2012,38775,híbrido,automático,pickup,,133858
Hyundai,2023,140612,elétrico,automático,sedan,azul,139572
Mercedes,2018,78543,híbrido,manual,sedan,vermelho,218020
BMW,2007,156338,gasolina,automático,pickup,,86563
Mercedes,2018,144546,gasolina,automático,SUV,,178818
Toyota,2009,33936,gasolina,manual,hatchback,,18245
Mercedes,2012,145204,elétrico,manual,sedan,verde,150357
Volkswagen,2021,66492,híbrido,manual,pickup,,149456
Mercedes,2023,110747,elétrico,manual,sedan,,251477
Honda,2007,100314,elétrico,manual,SUV,,55780
Mercedes,2013,2388,híbrido,manual,pickup,prata,257328
Toyota,2004,55784,híbrido,automático,SUV,,51951
BMW,2017,53726,híbrido,automático,sedan,,242392
Nissan,2023,87926,gasolina,automático,sedan,azul,113452
Hyundai,2008,68593,híbrido,automático,hatchback,,56985
Hyundai,2022,32889,gasolina,automático,conversível,prata,165978
Ford,2021,223721,híbrido,automático,conversível,,25395
Audi,2008,101378,elétrico,automático,conversível,branco,146035
Nissan,2015,170608,gasolina,automático,SUV,cinza,27574
Toyota,2023,177376,gasolina,manual,conversível,azul,36837
Mercedes,2014,249843,elétrico,automático,SUV,cinza,133110
BMW,2014,171685,gasolina,automático,SUV,,131820
Nissan,2010,25777,diesel,automático,sedan,,79956
Nissan,2005,124001,elétrico,manual,pickup,verde,25199
Mercedes,2003,144763,gasolina,manual,sedan,,31666
Audi,2009,88653,gasolina,manual,sedan,,77943
BMW,2019,45137,elétrico,manual,hatchback,,262404
Toyota,2017,98400,gasolina,automático,sedan,cinza,50120
Nissan,2014,2257,híbrido,manual,SUV,vermelho,159420
Toyota,2004,37014,híbrido,manual,pickup,,44090
Honda,2012,51239,gasolina,automático,hatchback,prata,48133
Hyundai,2012,148761,gasolina,automático,SUV,,28867
BMW,2012,209605,gasolina,automático,conversível,preto,77276
Mercedes,2022,68936,gasolina,manual,pickup,vermelho,238745
Hyundai,2018,235359,híbrido,manual,SUV,cinza,31249
Ford,2022,225514,elétrico,automático,SUV,branco,66140
Mercedes,2006,128809,híbrido,manual,hatchback,,91834
Ford,2019,69807,elétrico,automático,SUV,,154135
Ford,2019,143680,elétrico,automático,conversível,,88424
Audi,2022,148634,elétrico,manual,SUV,,210956
Hyundai,2016,2480,diesel,automático,conversível,,159264
Honda,2022,16125,híbrido,automático,sedan,cinza,184712
Volkswagen,2017,35304,diesel,manual,hatchback,,94287
Mercedes,2021,181023,gasolina,automático,hatchback,prata,139284
Chevrolet,2017,62601,elétrico,automático,conversível,,138179
Hyundai,2017,27603,gasolina,automático,conversível,,134678
Audi,2009,92855,gasolina,manual,hatchback,branco,68002
Ford,2016,41938,diesel,manual,hatchback,,61643
Volkswagen,2017,128452,híbrido,manual,SUV,,85084
BMW,2018,158123,híbrido,automático,pickup,,197314
Toyota,2016,196009,híbrido,manual,pickup,vermelho,16794
Toyota,2017,237564,elétrico,automático,SUV,,36705
Volkswagen,2016,1367,elétrico,automático,SUV,azul,202043
Toyota,2011,94089,elétrico,manual,hatchback,verde,46138
Audi,2023,204763,diesel,manual,SUV,vermelho,136666
Honda,2012,74670,gasolina,manual,pickup,,45731
Chevrolet,2013,7533,gasolina,automático,pickup,vermelho,99727
BMW,2005,11145,elétrico,automático,pickup,azul,230198
Mercedes,2008,13538,gasolina,manual,pickup,,179523
BMW,2020,83765,gasolina,automático,conversível,,221364
Ford,2017,98761,híbrido,automático,pickup,,91867
Toyota,2023,119726,elétrico,automático,sedan,azul,133192
Toyota,2019,192348,elétrico,automático,conversível,,68356
Ford,2016,86719,diesel,manual,pickup,,58297
Audi,2014,162684,elétrico,manual,hatchback,branco,110121
Hyundai,2021,120690,híbrido,automático,conversível,verde,132517
BMW,2010,158755,gasolina,automático,conversível,,98872
Nissan,2009,13400,gasolina,automático,hatchback,cinza,60620
Nissan,2022,148230,elétrico,automático,sedan,prata,120239
Audi,2002,174502,diesel,automático,SUV,,24849
Toyota,2023,6965,híbrido,automático,sedan,,191124
